numeric__pclass,numeric__age,numeric__sibsp,numeric__parch,numeric__fare,categorical__sex_female,categorical__sex_male,categorical__embarked_C,categorical__embarked_Q,categorical__embarked_S
-1.6014614552944562,0.9679412651436959,0.46976083816842457,-0.46149510017242235,0.4197537892446081,0.0,1.0,0.0,0.0,1.0
-0.391430536363151,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,-0.6460831008457937,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,3.85175822895729,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,-1.1836829908211524,0.46976083816842457,1.9423365205059095,1.7876030138862011,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,0.12266030744321989,-0.4684412852522211,-0.46149510017242235,-0.4699795455120243,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,-0.6457769268299401,-0.4684412852522211,-0.46149510017242235,-0.47504972491771597,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,-0.8763080971118882,1.40796296158907,1.9423365205059095,4.675070185427599,1.0,0.0,1.0,0.0,0.0
-1.6014614552944562,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,3.9682871762741825,0.0,1.0,1.0,0.0,0.0
-0.391430536363151,-2.1826513953762605,-0.4684412852522211,1.9423365205059095,0.10438863021058697,0.0,1.0,1.0,0.0,0.0
0.8186003825681542,0.12266030744321989,0.46976083816842457,-0.46149510017242235,-0.28103018363599447,1.0,0.0,0.0,0.0,1.0
-0.391430536363151,0.814253818289064,-0.4684412852522211,-0.46149510017242235,-0.38243377174982757,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,-0.6457769268299401,0.46976083816842457,-0.46149510017242235,-0.4468250502021116,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,-0.10787086283872814,7.037175702112943,1.9423365205059095,0.764440809817625,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,2.0437533931261203,-0.4684412852522211,-0.46149510017242235,-0.1076300479613398,0.0,1.0,0.0,0.0,1.0
0.8186003825681542,-0.6457769268299401,-0.4684412852522211,-0.46149510017242235,-0.487893503388214,0.0,1.0,0.0,0.0,1.0
-0.391430536363151,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,-0.36494165280019136,0.0,1.0,1.0,0.0,0.0
0.8186003825681542,-0.6457769268299401,-0.4684412852522211,-0.46149510017242235,-0.4892462272536526,0.0,1.0,0.0,1.0,0.0
0.8186003825681542,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,-0.4990478980807357,0.0,1.0,0.0,0.0,1.0
0.8186003825681542,1.044784988571012,-0.4684412852522211,-0.46149510017242235,-0.515272472178949,0.0,1.0,0.0,0.0,1.0
0.8186003825681542,-0.10787086283872814,2.3461650850097158,0.7404207101667436,-0.12960014936208292,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,0.04581658401590388,0.46976083816842457,-0.46149510017242235,-0.319563547119251,0.0,1.0,0.0,0.0,1.0
0.8186003825681542,-1.0299955439665203,-0.4684412852522211,-0.46149510017242235,-0.48282332398252237,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,0.04581658401590388,-0.4684412852522211,-0.46149510017242235,1.1081989735235194,1.0,0.0,0.0,0.0,1.0
-1.6014614552944562,0.43003520115248395,0.46976083816842457,-0.46149510017242235,0.40851421553807077,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,-0.4152457565479922,-0.4684412852522211,-0.46149510017242235,-0.485950610639953,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,0.04581658401590388,-0.4684412852522211,-0.46149510017242235,1.5122922721571443,1.0,0.0,1.0,0.0,0.0
0.8186003825681542,-0.49208947997530816,-0.4684412852522211,-0.46149510017242235,-0.485950610639953,0.0,1.0,0.0,0.0,1.0
0.8186003825681542,0.9679412651436959,-0.4684412852522211,0.7404207101667436,-0.47563989380053845,0.0,1.0,0.0,0.0,1.0
-1.6014614552944562,-0.10787086283872814,0.46976083816842457,-0.46149510017242235,1.020399690791038,1.0,0.0,1.0,0.0,0.0
-0.391430536363151,-0.3384020331206762,0.46976083816842457,0.7404207101667436,-0.03766157216279496,1.0,0.0,0.0,0.0,1.0
0.8186003825681542,-0.10787086283872814,-0.4684412852522211,-0.46149510017242235,-0.485950610639953,0.0,1.0,0.0,0.0,1.0
